id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. of pub. (2000-2018)>	score<Avg. pub. year>
198	198	"<table><tr><td>Meso-level field:</td><td>198</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>international journal of systematic and evolutionary microbiology; applied and environmental microbiology; frontiers in microbiology; environmental microbiology; antonie van leeuwenhoek international journal of general and molecular microbiology</td></tr><tr><td>Terms:</td><td>tetrahymena; halophilic bacterium; myxomycete; mcmurdo dry valleys; amoebozoa</td></tr></table>"	0.0482	-0.1394	4	761	1051508	40695	2011.1434
199	199	"<table><tr><td>Meso-level field:</td><td>199</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of magnetism and magnetic materials; journal of applied physics; journal of alloys and compounds; ieee transactions on magnetics; journal of nanoscience and nanotechnology</td></tr><tr><td>Terms:</td><td>superparamagnetic iron oxide nanoparticle; magnetic hyperthermia; microwave absorption property; verwey transition; cobalt ferrite nanoparticle</td></tr></table>"	0.8751	-0.2962	3	760	820176	40525	2011.4526
200	200	"<table><tr><td>Meso-level field:</td><td>200</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of endodontics; dental materials; international endodontic journal; journal of prosthetic dentistry; operative dentistry</td></tr><tr><td>Terms:</td><td>mineral trioxide aggregate; resin cement; bond strength; root canal; dental composite</td></tr></table>"	-0.3775	-0.0532	2	760	194289	40094	2010.3519
201	201	"<table><tr><td>Meso-level field:</td><td>201</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>construction and building materials; cement and concrete research; cement & concrete composites; materials and structures; journal of materials in civil engineering</td></tr><tr><td>Terms:</td><td>geopolymer; metakaolin; hydration; cement paste; carbonation</td></tr></table>"	0.8963	0.0157	3	717	219739	40082	2011.935
202	202	"<table><tr><td>Meso-level field:</td><td>202</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>environmental toxicology and chemistry; science of the total environment; chemosphere; environmental science & technology; ecotoxicology and environmental safety</td></tr><tr><td>Terms:</td><td>tributyltin; imposex; mercury concentration; methylmercury; tbt</td></tr></table>"	0.1607	-0.0932	4	764	611091	39905	2009.7454
203	203	"<table><tr><td>Meso-level field:</td><td>203</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>combustion and flame; proceedings of the combustion institute; fuel; international journal of hydrogen energy; combustion science and technology</td></tr><tr><td>Terms:</td><td>soot formation; spark ignition engine; autoignition; gasoline; kinetic modeling study</td></tr></table>"	0.9236	-0.0273	3	716	224539	39685	2011.07
204	204	"<table><tr><td>Meso-level field:</td><td>204</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>children and youth services review; child abuse & neglect; journal of interpersonal violence; british journal of social work; violence against women</td></tr><tr><td>Terms:</td><td>baby syndrome; abusive head trauma; intimate partner violence; dating violence; retinal hemorrhage</td></tr></table>"	-0.5371	0.6158	1	693	406257	39570	2010.827
205	205	"<table><tr><td>Meso-level field:</td><td>205</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>carbohydrate polymers; journal of cereal science; cereal chemistry; food chemistry; starch-starke</td></tr><tr><td>Terms:</td><td>glycemic load; gelatinization; retrogradation; edible film; amylose content</td></tr></table>"	-0.0589	-0.2391	4	768	535754	39436	2010.7212
206	206	"<table><tr><td>Meso-level field:</td><td>206</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>biosensors & bioelectronics; analytical chemistry; sensors and actuators b-chemical; chemical communications; analyst</td></tr><tr><td>Terms:</td><td>aptamer; dna origami; carcinoembryonic antigen; analytical device; hybridization chain reaction</td></tr></table>"	0.5479	-0.3257	3	767	1031447	39145	2012.9489
207	207	"<table><tr><td>Meso-level field:</td><td>207</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>psycho-oncology; supportive care in cancer; quality of life research; journal of clinical oncology; cancer</td></tr><tr><td>Terms:</td><td>childhood cancer survivor; bone metastase; young adult survivor; cancer rehabilitation; eq 5d</td></tr></table>"	-0.7569	0.2092	2	749	675360	38952	2011.3621
208	208	"<table><tr><td>Meso-level field:</td><td>208</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>american journal of obstetrics and gynecology; placenta; journal of maternal-fetal & neonatal medicine; ultrasound in obstetrics & gynecology; plos one</td></tr><tr><td>Terms:</td><td>shoulder dystocia; gestational weight gain; pre pregnancy body mass index; hypertensive disorder; fetal weight</td></tr></table>"	-0.7281	0.0326	2	743	638936	38933	2010.9404
209	209	"<table><tr><td>Meso-level field:</td><td>209</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of coastal research; geomorphology; journal of hydraulic engineering; coastal engineering; earth surface processes and landforms</td></tr><tr><td>Terms:</td><td>mangrofe; local scour; spartina alterniflora; gravel bed river; open channel</td></tr></table>"	0.5074	0.1263	4	718	408831	38867	2010.6622
210	210	"<table><tr><td>Meso-level field:</td><td>210</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of nuclear materials; nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; fusion engineering and design; physical review b; applied surface science</td></tr><tr><td>Terms:</td><td>swift heavy ion; pyrochlore; positronium; uranium dioxide; uo2</td></tr></table>"	1.1135	-0.2348	3	646	254213	38839	2009.3291
211	211	"<table><tr><td>Meso-level field:</td><td>211</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of chromatography a; analytica chimica acta; journal of separation science; talanta; analytical and bioanalytical chemistry</td></tr><tr><td>Terms:</td><td>ractopamine; molecularly imprinted polymer; clenbuterol; melamine; electromembrane extraction</td></tr></table>"	0.2707	-0.2649	3	769	559569	38798	2010.6756
212	212	"<table><tr><td>Meso-level field:</td><td>212</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of membrane science; desalination; desalination and water treatment; separation and purification technology; journal of applied polymer science</td></tr><tr><td>Terms:</td><td>membrane fouling; mixed matrix membrane; membrane distillation; electrodialysis; nanofiltration</td></tr></table>"	0.7008	-0.2613	3	717	463086	38680	2010.8975
213	213	"<table><tr><td>Meso-level field:</td><td>213</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physics of plasmas; nuclear fusion; fusion engineering and design; plasma physics and controlled fusion; review of scientific instruments</td></tr><tr><td>Terms:</td><td>tokamak; east; diii d; asdex upgrade; wendelstein</td></tr></table>"	1.2445	-0.1137	3	583	86458	38665	2009.8383
214	214	"<table><tr><td>Meso-level field:</td><td>214</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Journals:</td><td>icarus; journal of geophysical research-planets; planetary and space science; meteoritics & planetary science; geophysical research letters</td></tr><tr><td>Terms:</td><td>saturn; jupiter; titan; asteroid; comet</td></tr></table>"	1.2178	0.0456	3	681	282489	38620	2010.0796
215	215	"<table><tr><td>Meso-level field:</td><td>215</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; nucleic acids research; plos one; molecular and cellular biology; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms:</td><td>bromodomain; novel histone deacetylase inhibitor; dosage compensation; nut midline carcinoma; lysine specific demethylase</td></tr></table>"	-0.6776	-0.2555	2	758	1398772	38541	2011.3385
216	216	"<table><tr><td>Meso-level field:</td><td>216</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>chemosphere; science of the total environment; environmental science & technology; environmental toxicology and chemistry; water research</td></tr><tr><td>Terms:</td><td>dehp; phthalate exposure; vitellogenin; triclosan; nonylphenol</td></tr></table>"	0.1596	-0.1848	4	767	758336	38522	2011.4713
217	217	"<table><tr><td>Meso-level field:</td><td>217</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Journals:</td><td>social science & medicine; journal of epidemiology and community health; bmc public health; american journal of public health; journal of immigrant and minority health</td></tr><tr><td>Terms:</td><td>health impact assessment; racial discrimination; interpreter; health inequality; hispanic paradox</td></tr></table>"	-0.5395	0.5828	2	723	623441	38339	2010.9698
218	218	"<table><tr><td>Meso-level field:</td><td>218</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>bmj-british medical journal; journal of clinical epidemiology; implementation science; plos one; journal of evaluation in clinical practice</td></tr><tr><td>Terms:</td><td>consumer advertising; publication bias; research utilization; public involvement; consort statement</td></tr></table>"	-0.6692	0.3467	2	768	731128	38297	2011.0085
219	219	"<table><tr><td>Meso-level field:</td><td>219</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of applied polymer science; carbohydrate polymers; international journal of biological macromolecules; macromolecules; biomacromolecules</td></tr><tr><td>Terms:</td><td>superabsorbent hydrogel; bioflocculant; volume phase transition; chitosanase; chitooligosaccharide</td></tr></table>"	0.3908	-0.305	3	761	952931	38288	2010.7655
220	220	"<table><tr><td>Meso-level field:</td><td>220</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physical review a; journal of physics b-atomic molecular and optical physics; nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; journal of chemical physics; physical review letters</td></tr><tr><td>Terms:</td><td>dissociative electron attachment; oscillator strength; electron impact; hyperfine structure; dielectronic recombination</td></tr></table>"	1.2267	-0.1079	3	694	288100	38125	2008.3195
221	221	"<table><tr><td>Meso-level field:</td><td>221</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>inorganic chemistry; journal of solid state chemistry; zeitschrift fur anorganische und allgemeine chemie; acta crystallographica section e-crystallographic communications; physical review b</td></tr><tr><td>Terms:</td><td>hpo4; uo2; seo3; io3; new mineral species</td></tr></table>"	0.9824	-0.3581	3	689	331918	37966	2008.6595
222	222	"<table><tr><td>Meso-level field:</td><td>222</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>nicotine & tobacco research; tobacco control; addictive behaviors; addiction; bmc public health</td></tr><tr><td>Terms:</td><td>nicotinic acetylcholine receptor; electronic cigarette; varenicline; environmental tobacco smoke; pyridyl</td></tr></table>"	-0.595	0.3198	2	755	551873	37884	2010.4065
223	223	"<table><tr><td>Meso-level field:</td><td>223</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physical review a; physics of plasmas; physical review letters; journal of physics b-atomic molecular and optical physics; review of scientific instruments</td></tr><tr><td>Terms:</td><td>high order harmonic generation; intense laser field; national ignition facility; richtmyer meshkov instability; strong field ionization</td></tr></table>"	1.2428	-0.0994	3	612	248719	37884	2009.9423
